appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,owners_variance,players_forever,players_forever_variance,players_2weeks,players_2weeks_variance,average_forever,average_2weeks,median_forever,median_2weeks,price
271590,Grand Theft Auto V,Rockstar North,Rockstar Games,24,261030,123751,67,10143334,97170,9942245,96222,1892224,42316,7916,535,3997,165,5999
10,Counter-Strike,Valve,Valve,97,109340,2640,96,14310596,114933,10012502,96554,366181,18643,10976,695,368,79,999
620,Portal 2,Valve,Valve,99,119211,1563,98,11689734,104152,9376464,93497,213254,14229,900,171,532,60,1999
105600,Terraria,Re-Logic,Re-Logic,97,215844,6433,97,9872484,95890,9441260,93813,632562,24496,5133,605,1477,127,999
291550,Brawlhalla,Blue Mammoth Games,Ubisoft,59,56255,9698,85,9224779,92752,8520222,89202,532266,22473,904,256,134,58,0
236390,War Thunder,Gaijin Entertainment,Gaijin Entertainment,49,71926,15913,81,13986619,113662,8422408,88697,529783,22420,2794,541,258,140,0
304050,Trove,Trion Worlds,Trion Worlds,41,44349,12790,77,9924370,96137,8176136,87413,206799,14012,1288,521,115,57,0
400,Portal,Valve,Valve,97,44756,924,97,11665653,104047,7906279,85981,68023,8037,316,179,172,50,999
49520,Borderlands 2,"Gearbox Software, Aspyr (Mac & Linux)","2K Games, Aspyr (Mac & Linux)",95,123057,4166,96,8452696,88854,7568648,84154,311812,17204,3578,442,1357,125,1999
252950,Rocket League,"Psyonix, Inc.","Psyonix, Inc.",82,193459,15617,92,6995172,80949,6752375,79551,1302114,35123,6089,512,1195,229,1999
238960,Path of Exile,Grinding Gear Games,Grinding Gear Games,82,54460,4386,92,9362065,93426,6612109,78732,445127,20553,3959,1350,242,327,0
220,Half-Life 2,Valve,Valve,95,58798,2074,96,11142822,101743,6417227,77578,88380,9161,741,212,301,61,999
291480,Warface,Crytek,My.com,29,28181,11768,70,9689518,95015,6372044,77308,224177,14589,807,284,98,60,0
252490,Rust,Facepunch Studios,Facepunch Studios,47,187340,44944,80,6685097,79159,6292353,76829,486834,21493,7344,872,1463,207,3499
322330,Don't Starve Together,Klei Entertainment,Klei Entertainment,95,83875,2946,96,7444022,83468,6154073,75990,302130,16935,1723,358,536,111,1499
224260,No More Room in Hell,No More Room in Hell Team,Lever Games,71,45790,5307,89,9118028,92223,5930640,74615,74477,8410,409,242,74,34,0
333930,Dirty Bomb,Splash Damage,Warchest Ltd.,47,40394,9768,80,8751350,90383,5893402,74383,100545,9771,691,322,60,43,0
386360,SMITE,Hi-Rez Studios,Hi-Rez Studios,54,30170,6020,83,7879964,85840,5738240,73409,263898,15828,2317,803,144,204,0
346110,ARK: Survival Evolved,"Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement LLC",Studio Wildcard,24,123508,59661,68,5928406,74601,5674686,73006,514391,22093,9127,1284,1230,437,5999
218230,PlanetSide 2,Daybreak Game Company,Daybreak Game Company,54,33710,6844,83,9133171,92298,5689085,73097,119660,10659,1433,280,134,72,0
273110,Counter-Strike Nexon: Zombies,Nexon,Nexon Europe GmbH,22,20910,10783,65,8563170,89423,5463667,71650,45431,6568,1005,696,42,77,0
377160,Fallout 4,Bethesda Game Studios,Bethesda Softworks,26,94828,42989,68,5280204,70450,5055530,68950,418812,19937,7196,707,3360,176,2999
630,Alien Swarm,Valve,Valve,92,16909,884,95,5048579,68903,5048579,68903,14895,3761,315,238,92,48,0
359550,Tom Clancy's Rainbow Six Siege,Ubisoft Montreal,Ubisoft,49,157980,35092,82,5029711,68776,4881501,67765,1926235,42693,6861,756,1873,330,1499
227300,Euro Truck Simulator 2,SCS Software,SCS Software,97,135667,4009,96,5150365,69587,4877033,67734,682958,25452,4520,412,1250,131,1999
219640,Chivalry: Medieval Warfare,Torn Banner Studios,Torn Banner Studios,52,49437,10204,83,5835806,74023,4725843,66686,65540,7889,970,168,245,47,374
10180,Call of Duty: Modern Warfare 2,"Infinity Ward, Aspyr (Mac)","Activision, Aspyr (Mac)",78,27376,2620,89,5342517,70860,4740739,66790,66037,7919,1337,151,551,47,1999
10190,Call of Duty: Modern Warfare 2,"Infinity Ward, Aspyr (Mac)","Activision, Aspyr (Mac)",78,27383,2620,89,5342517,70860,4697294,66486,125370,10911,8300,180,2081,36,1999
431960,Wallpaper Engine,Kristjan Skutta,Kristjan Skutta,97,43546,1330,96,4616113,65915,4571427,65598,1329423,35488,1287,149,290,10,399
203160,Tomb Raider,"Crystal Dynamics, Feral Interactive (Mac), Feral Interactive (Linux)","Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)",92,78942,3320,95,5638192,72773,4542380,65391,219212,14426,901,263,633,108,1999
22380,Fallout: New Vegas,Obsidian Entertainment,Bethesda Softworks,92,56878,2648,95,5090535,69186,4473116,64895,154665,12118,3675,446,1244,107,999
80,Counter-Strike: Condition Zero,Valve,Valve,71,10123,1163,88,11761729,104465,4582847,65679,62809,7723,1952,173,68,28,999
221380,Age of Empires II HD,"Skybox Labs, Hidden Path Entertainment, Ensemble Studios",Microsoft Studios,89,45451,2750,94,4903100,67913,4482799,64964,330928,17723,2762,463,617,168,1999
550650,Black Squad,NS STUDIO,"NEOWIZ, NEOBRICKS",33,19276,6778,73,6249652,76571,4395412,64334,428245,20160,614,358,68,65,0
363970,Clicker Heroes,Playsaurus,Playsaurus,74,40767,4473,90,5642909,72803,4350725,64009,103772,9927,6301,1254,347,60,0
255710,Cities: Skylines,Colossal Order Ltd.,Paradox Interactive,82,53743,4425,91,4489253,65011,4278482,63479,337383,17895,2653,382,745,115,2999
273350,Evolve Stage 2,Turtle Rock Studios,2K,23,28291,14158,66,6108890,75714,4241988,63210,39721,6142,511,259,101,51,0
292030,The Witcher 3: Wild Hunt,CD PROJEKT RED,CD PROJEKT RED,97,148935,3464,97,4820926,67347,4226100,63093,358981,18459,3967,529,1579,139,1999
222880,Insurgency,New World Interactive,New World Interactive,78,77863,7677,91,5080356,69118,4206487,62948,258189,15656,1071,175,237,58,999
219740,Don't Starve,Klei Entertainment,Klei Entertainment,97,56330,1671,97,4603452,65825,3972380,61185,102531,9867,1548,346,374,59,1499
504370,Battlerite,Stunlock Studios,Stunlock Studios,62,37790,6005,86,5214167,70013,3994475,61354,421542,20001,874,274,182,90,0
555570,Infestation: The New Z,Fredaikis AB,Fredaikis AB,8,12157,12969,48,5224842,70084,3956988,61067,98062,9650,830,469,50,52,0
280790,Creativerse,Playful Corporation,Playful Corporation,47,17353,4293,80,4695804,66476,3945071,60976,73733,8368,607,368,80,35,0
8870,BioShock Infinite,"Irrational Games, Aspyr (Mac), Virtual Programming (Linux)","2K Games, Aspyr (Mac)",92,72346,3384,95,5140931,69524,3852719,60264,74477,8410,878,320,634,115,2999
242760,The Forest,Endnight Games Ltd,Endnight Games Ltd,82,83133,6901,92,3946313,60986,3801081,59862,230880,14805,1457,344,719,100,1499
346900,AdVenture Capitalist,Hyper Hippo Games,Hyper Hippo Games,71,34259,3918,89,4839794,67478,3800337,59856,80932,8767,2398,434,173,20,0
1250,Killing Floor,Tripwire Interactive,Tripwire Interactive,92,51747,2481,96,5104437,69280,3768808,59609,60078,7553,1912,273,345,75,1999
12210,Grand Theft Auto IV,"Rockstar North, Rockstar Toronto",Rockstar Games,22,31315,16829,63,4456483,64775,3733059,59328,66037,7919,1390,264,449,46,1999
241930,Middle-earth: Shadow of Mordor,"Monolith Productions, Feral Interactive (Mac), Feral Interactive (Linux)","WB Games, Feral Interactive (Mac)",82,48098,4107,91,4396901,64344,3693586,59015,62809,7723,1246,316,842,64,1999
320,Half-Life 2: Deathmatch,Valve,Valve,68,5362,684,87,14808602,116856,3713943,59177,16633,3974,583,586,37,20,499
107410,Arma 3,Bohemia Interactive,Bohemia Interactive,74,92399,10263,89,3763594,59568,3649892,58668,383311,19074,11563,945,1854,241,3999
109600,Neverwinter,Cryptic Studios,Perfect World Entertainment,43,17162,4702,78,5592761,72483,3651878,58684,73733,8368,1697,761,281,198,0
506540,Last Man Standing,"Free Reign Entertainment, Free Reign Entertainment",Free Reign Entertainment,18,12034,7166,62,4971122,68378,3619853,58428,52134,7036,415,145,65,19,0
208090,Loadout,Edge of Reality,Edge of Reality,62,35034,5624,86,6037391,75275,3646168,58638,21598,4529,382,362,103,20,0
221100,DayZ,Bohemia Interactive,Bohemia Interactive,18,111948,67127,62,3594779,58226,3564491,57982,104020,9939,5157,407,1319,86,3499
33930,Arma 2: Operation Arrowhead,Bohemia Interactive,Bohemia Interactive,82,17125,1465,92,4137471,62433,3596517,58240,34756,5745,3274,531,225,123,1999
55230,Saints Row: The Third,Volition,Deep Silver,95,40997,1594,96,4389205,64289,3595027,58228,51389,6986,1554,180,890,61,999
20920,The Witcher 2: Assassins of Kings Enhanced Edition,CD PROJEKT RED,"CD PROJEKT RED, 1C-SoftClub",68,32012,4034,88,5241724,70196,3608681,58338,44438,6496,891,361,278,121,1999
204360,Castle Crashers,The Behemoth,The Behemoth,95,44125,1660,96,3985041,61282,3557788,57928,59582,7522,555,131,259,35,1499
253710,theHunter Classic,"Expansive Worlds, Avalanche Studios","Expansive Worlds, Avalanche Studios",5,10796,14746,42,5594747,72495,3590807,58194,39225,6103,386,163,37,37,0
319630,Life is Strange - Episode 1,"DONTNOD Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)","Square Enix, Feral interactive (Mac), Feral Interactive (Linux)",95,106562,3871,96,5784168,73698,3552823,57888,92600,9377,503,211,157,65,0
42700,Call of Duty: Black Ops,Treyarch,Activision,68,12897,1656,85,3710715,59151,3523281,57648,45431,6568,1414,108,536,42,3999
8190,Just Cause 2,Avalanche Studios,Square Enix,78,30815,2734,91,4424210,64542,3505406,57503,57596,7396,974,204,207,51,1499
500,Left 4 Dead,Valve,Valve,89,15088,800,94,5801050,73805,3539417,57779,33515,5642,2031,310,350,40,1999
113400,APB Reloaded,Reloaded Productions,Reloaded Games,18,18649,11092,62,5670714,72980,3476111,57264,39473,6123,1394,780,133,76,0
413150,Stardew Valley,ConcernedApe,Chucklefish,97,86275,2268,97,3644431,58624,3434652,56924,283014,16391,3204,474,1531,91,1499
24240,PAYDAY The Heist,OVERKILL Software,Daybreak Game Company,86,34316,2469,92,4256387,63317,3350245,56225,13654,3601,504,218,177,33,1499
489830,The Elder Scrolls V: Skyrim Special Edition,Bethesda Game Studios,Bethesda Softworks,32,36224,13682,78,6277954,76742,3370353,56392,315040,17293,2344,581,526,142,3999
200710,Torchlight II,Runic Games,Runic Games,89,27489,1523,94,3704757,59104,3350245,56225,100793,9783,1513,276,654,121,499
302830,BLOCKADE 3D,Shumkov Dmitriy,Shumkov Dmitriy,14,14842,10342,58,4375551,64189,3286690,55692,44438,6496,426,257,47,26,0
10500,Empire: Total War,"The Creative Assembly, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",78,13582,1328,89,3646913,58644,3181925,54803,88380,9161,6196,625,1298,181,1999
206420,Saints Row IV,Deep Silver Volition,Deep Silver,82,50826,4300,92,3793385,59801,3259382,55462,51141,6969,1212,231,776,59,1499
438100,VRChat,VRChat Inc.,VRChat Inc.,65,12631,1809,87,3905102,60669,3262609,55489,281525,16348,356,406,51,54,0
42910,Magicka,Arrowhead Game Studios,Paradox Interactive,86,19738,1376,93,3790655,59780,3198559,54945,22343,4606,642,129,279,64,999
42680,Call of Duty: Modern Warfare 3,"Infinity Ward, Sledgehammer Games, Aspyr (Mac)","Activision, Aspyr (Mac)",57,19712,3539,81,3519308,57616,3165540,54663,54120,7169,1465,134,528,56,3999
42710,Call of Duty: Black Ops,Treyarch,Activision,68,12897,1656,85,3710715,59151,3110179,54186,37487,5966,4489,195,1005,28,3999
588430,Fallout Shelter,Bethesda Game Studios,Bethesda Softworks,59,16771,2856,85,4144919,62489,3100745,54104,131080,11156,729,306,121,44,0
300,Day of Defeat: Source,Valve,Valve,74,9428,1035,88,6796317,79806,3030985,53496,37487,5966,1883,206,109,67,999
340,Half-Life 2: Lost Coast,Valve,Valve,57,5030,920,84,15939170,121096,3029247,53480,11420,3293,84,502,24,11,0
8980,Borderlands,Gearbox Software,2K Games,86,20361,1370,93,3719901,59224,2997718,53203,60327,7569,1757,320,711,94,1999
91310,Dead Island,Techland,Deep Silver,,13283,2045,0,3460719,57138,2999704,53220,13902,3633,1105,269,445,89,1999
200510,XCOM: Enemy Unknown,"Firaxis Games, Feral Interactive (Mac), Feral Interactive (Linux)","2K Games, Feral Interactive (Mac), Feral Interactive (Linux)",89,35300,1903,94,3570698,58032,3025026,53443,35004,5766,3149,555,1430,177,2999
42690,Call of Duty®: Modern Warfare® 3,"Infinity Ward, Sledgehammer Games, Aspyr (Mac)","Activision, Aspyr (Mac)",59,18237,3191,81,3519308,57616,3011372,53323,77457,8576,6801,236,1511,41,3999
211820,Starbound,Chucklefish,Chucklefish,74,68761,7131,90,3119861,54269,3008393,53297,116681,10526,3319,396,1508,128,1499
