appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,owners_variance,players_forever,players_forever_variance,players_2weeks,players_2weeks_variance,average_forever,average_2weeks,median_forever,median_2weeks,price
351470,Sometimes: Success Requires Sacrifice,NodziGames,NodziGames,39,412,128,70,199600,13766,154417,12109,770,1508,197,85,202,85,99
284240,Maize,Finish Line Games,Finish Line Games,39,881,266,83,210771,14146,44190,6478,1241,1085,117,61,74,66,1999
300580,GALAK-Z,17-BIT,17-BIT,33,308,112,77,210026,14121,78946,8658,740,1449,325,322,168,322,1999
463050,The Pit And The Pendulum,"Paper Pirates, Sokolab",Dagestan Technology,3,65,123,15,198855,13740,144238,11703,1099,1241,205,145,210,161,399
296630,Kraven Manor,Demon Wagon Studios,Demon Wagon Studios,32,288,107,73,196869,13672,29046,5252,0,0,49,0,19,0,599
286120,QuestRun,Cuve Games,Digerati Distribution,11,405,340,38,225915,14645,140762,11561,0,0,340,0,256,0,499
2870,X Rebirth,Egosoft,Egosoft,4,2641,3919,38,207047,14020,184704,13243,2234,1456,3132,148,387,191,2999
463110,Farnham Fables,Ethrea Dreams,Sometimes You,35,231,81,73,200344,13792,183215,13189,0,0,217,0,211,0,69
605530,PuppyStory,Tatyana Murzina,Tatyana Murzina,22,71,38,70,197614,13697,171050,12744,740,1449,262,48,271,48,99
354430,STAR WARS - X-Wing Special Edition,Lucasfim,"LucasArts, Lucasfim, Disney Interactive",30,112,45,70,200096,13783,54865,7218,1099,1241,122,25,13,44,999
515220,F1 2017,"Codemasters, Feral Interactive (Mac), Feral Interactive (Linux)","Codemasters, Feral Interactive (Mac), Feral Interactive (Linux)",54,2544,519,84,192648,13524,182470,13162,69761,8139,2457,475,993,218,5999
578260,Fluffy,Blaiz Entertainment,Blaiz Entertainment,21,29,16,57,197614,13697,189421,13411,1121,1266,221,250,210,264,99
346950,The Dark Stone from Mebara,Jerseyware Gaming,KISS ltd,22,84,44,75,197614,13697,128101,11029,2234,1456,202,224,208,246,799
456610,Pro Evolution Soccer 2017,Konami Digital Entertainment,Konami Digital Entertainment,13,2256,1760,55,199600,13766,197614,13697,25074,4880,9662,519,3120,380,1999
286260,fault - milestone one,ALICE IN DISSONANCE,Sekai Project,86,2078,147,94,212509,14204,88380,9161,3972,1942,228,44,185,31,1499
481510,Night in the Woods,Infinite Fall,Finji,89,5129,273,94,197614,13697,170802,12735,9930,3071,815,389,515,86,1999
670290,Real Pool 3D - Poolians,Poolians.com,thankgame.com,30,369,146,71,199351,13758,182470,13162,19364,4288,135,135,21,44,0
18110,Shattered Horizon,,,,0,0,0,199351,13758,140514,11551,0,0,348,0,43,0,0
438600,Soccer Manager,Soccer Manager Ltd,Soccer Manager Ltd,22,142,76,65,204317,13928,142997,11652,740,1449,388,1,19,1,0
558810,Doomed Kingdoms,tumangames,tumangames,,22,20,0,196869,13672,185449,13269,993,971,231,264,211,268,399
675010,Spintires: MudRunner,Saber Interactive,Focus Home Interactive,45,2795,742,78,216481,14336,206551,14004,35997,5847,865,207,445,79,2999
360940,The Mean Greens - Plastic Warfare,"Virtual Basement LLC, Code Headquarters LLC",Virtual Basement LLC,33,1995,723,74,202330,13860,136045,11366,2483,1535,199,31,88,53,999
421040,Plantera,VaragtP,VaragtP,68,3370,430,88,193641,13559,141259,11581,4469,2060,1124,56,239,22,299
236510,Takedown: Red Sabre,Serellan LLC,505 Games,4,2088,3371,38,227653,14701,174029,12854,1099,1241,189,7,55,12,499
461140,Klabi,Mystic Games,Mystic Games,9,311,288,49,189918,13428,168567,12651,0,0,269,0,262,0,999
235250,Super Sanctum TD,Coffee Stain Studios,Coffee Stain Publishing,68,1264,161,87,203075,13885,145728,11763,770,1508,244,195,94,195,99
594650,Hunt Showdown,Crytek,Crytek,27,6690,2966,68,209530,14104,202082,13851,63306,7754,925,466,338,122,2999
575840,NeverEnd,Duck,Sometimes You,18,54,32,100,201834,13843,187435,13340,1241,1085,209,79,210,97,199
464760,Bibou,André Bertaglia,André Bertaglia,3,59,101,34,202082,13851,184952,13252,0,0,212,0,210,0,199
207250,Cubemen,3 Sprockets,3 Sprockets ,33,344,123,76,186938,13322,104765,9974,0,0,112,0,41,0,399
253250,Stonehearth,Radiant Entertainment,(none),57,4445,792,83,217474,14369,209530,14104,16882,4004,1710,308,777,155,2499
441550,STAR WARS Rebellion,Coolhand Interactive,"LucasArts, Lucasfilm, Disney Interactive",57,281,52,89,204068,13919,53127,7103,1490,1189,666,130,39,143,599
270090,//N.P.P.D. RUSH//- The milk of Ultraviolet,Rail Slave Games,KISS ltd,2,262,513,41,195131,13611,135797,11355,6455,2476,206,232,210,272,399
575780,Inner silence,Indie Games Studio,Indie Games Studio,,8,11,0,191159,13472,187435,13340,725,1420,213,272,210,272,99
527750,Merger 3D,"Mahhaon, Art-Arcade, Sun Pixel",Sometimes You,5,57,74,25,200841,13809,185697,13278,740,1449,218,137,211,137,119
48800,Ship Simulator Extremes,VStep,Paradox Interactive,7,596,699,45,193145,13542,137039,11407,2931,2028,1120,70,217,60,1999
362610,High On Racing,SilentFuture,SilentFuture,,111,137,0,196124,13646,173781,12845,1480,2050,346,1,332,2,499
243000,Omikron: The Nomad Soul,Quantic Dream,Square Enix,32,211,82,77,196372,13654,38480,6045,770,1508,178,10,16,10,999
400180,Okhlos: Omega,Coffee Powered Machine,Devolver Digital,49,480,111,85,208040,14054,82173,8834,1887,1651,217,64,58,45,1299
418180,Tempest: Pirate Action RPG,Lion's Shade,HeroCraft,32,1106,410,72,204317,13928,120653,10704,3972,1942,358,55,104,47,1499
354200,Aberoth,"Jarbit, Castle art by Yuriy Gusev",Jarbit,16,685,453,60,210026,14121,108985,10173,1510,1477,944,682,11,1258,0
415660,Tiger Knight,NetDragon Websoft Inc.,NetDragon Websoft Inc.,23,487,242,66,193393,13550,125370,10911,12165,3399,356,186,37,53,0
267750,Shadowrun Chronicles - Boston Lockdown,Cliffhanger Productions,"Cliffhanger Productions, THQ Nordic",23,740,380,60,190911,13463,88380,9161,747,1034,847,502,239,502,1999
358080,No Turning Back: The Pixel Art Action-Adventure Roguelike,"ColloseusX, cpmilan",Phat Phrog Studios,,117,78,0,187931,13358,167078,12595,1832,1603,208,106,210,137,299
444790,Abandoned Knight,Daniil Hasanov,Dagestan Technology,3,100,183,23,191407,13481,157396,12225,770,1508,202,2,207,2,299
33440,Driver San Francisco,Ubisoft Reflections,Ubisoft,32,1671,627,72,211019,14154,177008,12964,1887,1651,949,330,331,503,1999
373680,Aion,NCSOFT,NCSOFT,,337,119,0,204813,13945,104268,9950,755,1044,1052,23,72,23,0
410110,12 is Better Than 6,Ink Stains Games,HypeTrain Digital,57,2181,399,83,187683,13349,115937,10492,1241,1085,188,53,100,72,999
298050,Master of Orion,NGD Studios,Wargaming Labs,29,2669,1125,69,208040,14054,193641,13559,10179,3109,2877,638,1078,257,2999
337320,Paint the Town Red,South East Games,South East Games,78,4246,383,91,214495,14270,212261,14196,17626,4091,868,89,355,38,1499
39540,SpellForce - Platinum Edition,Phenomic,THQ Nordic,59,600,100,85,191904,13498,105261,9998,1986,1373,1848,2038,255,3010,999
588420,Uncompromising Trash,"oblomysh, EHTechnology","oblomysh, EHTechnology",17,72,46,73,189669,13419,172291,12790,747,1034,220,228,210,228,99
378860,Project CARS 2,Slightly Mad Studios,BANDAI NAMCO Entertainment,29,2591,1104,70,180484,13091,169809,12698,47914,6745,1688,304,609,140,5999
33420,Call of Juarez: The Cartel,,Ubisoft,9,479,455,49,204317,13928,167326,12604,740,1449,506,28,177,28,999
363480,Grave Prosperity: Redux- part 1,LDC Studios,LDC Studios,8,66,69,43,190662,13454,11420,3293,1132,1279,68,160,4,319,0
505750,Trimmer Tycoon,Improx Games,Improx Games,21,425,233,64,182222,13153,158140,12254,745,841,31,3,13,3,0
345920,The Note,ArtemizGame,ArtemizGame,1,55,179,27,178994,13036,7448,2659,1132,1279,312,18,3,21,599
303800,The Witcher Adventure Game,"CD PROJEKT RED, Can Explode",CD PROJEKT RED,45,546,144,78,186690,13314,103275,9903,1465,1434,220,133,49,143,999
521340,True or False,Vladimir Maslov,Vladimir Maslov,24,937,461,63,190166,13437,147465,11833,1540,2133,52,1,8,1,49
411300,ELEX,Piranha Bytes,THQ Nordic,41,5676,1618,73,206303,13995,187683,13349,25322,4904,2261,501,1334,251,4999
400630,Wuppo,Knuist & Perzik,SOEDESCO Publishing,95,1080,36,97,193890,13568,60823,7600,2731,1610,285,95,149,73,1499
341000,Mad Games Tycoon,Eggcode,Eggcode,74,2825,298,90,183711,13207,135549,11345,6206,2428,1069,356,476,168,1499
612020,Zombidle : REMONSTERED,Berzerk Studio,Berzerk Studio,68,837,108,88,187187,13331,157644,12234,12661,3467,5065,2158,89,264,0
34600,Order of War,Wargaming.net,Square Enix,33,233,83,70,187187,13331,129343,11082,733,1014,933,166,181,166,799
271900,Hexcells Plus,Matthew Brown,Matthew Brown,89,1156,71,94,194386,13585,86146,9045,1241,1085,650,208,444,333,299
339200,Oceanhorn: Monster of Uncharted Seas,Cornfox & Bros.,Cornfox & Bros.,47,1147,277,84,188676,13384,108241,10138,2220,2510,262,316,125,473,1499
601430,The Evil Within 2,Tango Gameworks,Bethesda Softworks,82,6574,535,91,217971,14385,183215,13189,12661,3467,1065,213,939,58,5999
371200,Halcyon 6: Starbase Commander,"Massive Damage, Inc.","Massive Damage, Inc.",54,1022,196,79,202827,13877,97814,9638,5213,2225,668,287,322,249,1499
416040,CLASH,Ultima Games,New Reality Games,4,74,112,39,197614,13697,123136,10813,1490,1189,184,52,212,76,0
263620,Mitsurugi Kamui Hikae,Zenith Blue,AGM PLAYISM,52,2370,490,83,195627,13628,133066,11241,1494,1462,159,15,73,30,999
209330,A Valley Without Wind,"Arcen Games, LLC","Arcen Games, LLC",16,270,177,63,200841,13809,115192,10459,740,1449,212,17,101,17,1499
241410,CastleStorm,Zen Studios,Zen Studios,71,1086,122,89,201337,13826,149700,11922,0,0,359,0,157,0,999
463710,Puzzle Galaxies,Evermore Game Studios,Sometimes You,,76,28,0,196124,13646,177008,12964,1480,2050,227,127,211,136,99
628340,Kick Speed : Global Operations ( KS : GO ),Blaiz Entertainment,Blaiz Entertainment,,24,19,0,187187,13331,181477,13126,2483,1535,267,318,271,333,299
11330,Obulis,IonFX,Meridian4,52,563,122,84,198855,13740,52382,7053,733,1014,111,8,20,8,499
228320,A Valley Without Wind 2,"Arcen Games, LLC","Arcen Games, LLC",8,88,95,48,200841,13809,48410,6780,0,0,96,0,27,0,1499
218170,Age of Conan: Unchained - US version,Funcom,Funcom,,286,110,0,213750,14246,81180,8780,725,1420,1179,4,142,4,0
651660,Halcyon 6: Starbase Commander (LIGHTSPEED EDITION),"Massive Damage, Inc.","Massive Damage, Inc.",52,190,39,86,202827,13877,48907,6815,16882,4004,407,243,157,142,1499
6200,Ghost Master,Sick Puppies,Strategy First,59,935,154,86,181477,13126,108489,10150,1510,1477,220,23,47,34,499
361990,Lakeview Cabin Collection,Roope Tamminen,Roope Tamminen,78,772,68,94,199351,13758,86394,9058,3724,1880,249,131,101,168,999
432020,What's under your blanket !?,5Wolf,5Wolf,54,2141,409,85,191904,13498,149451,11912,2234,1456,155,102,166,130,99
252030,Valdis Story: Abyssal City,,Endlessfluff Games,59,1847,302,85,192897,13533,142252,11622,740,1449,520,51,191,51,1499
381780,80 Days,"inkle Ltd, Cape Guy Ltd",inkle Ltd,78,921,86,93,195627,13628,82918,8874,1986,1373,298,26,90,17,999
552590,The Sexy Brutale,"Cavalier Game Studios, Tequila Works",Tequila Works,89,1447,89,94,202827,13877,75470,8466,2731,1610,237,242,136,384,1999
518660,Zone4,"Infovine co.,Ltd.","Infovine co.,Ltd.",12,301,244,40,185697,13278,109234,10185,740,1449,423,2,17,2,0
425410,Road to Ballhalla,Torched Hill,tinyBuild,71,242,28,93,195379,13620,39473,6123,1887,1651,42,24,21,41,1499
355070,TDP5 Arena 3D,Javelin OÜ,Javelin OÜ,6,93,117,44,196621,13663,67774,8022,0,0,52,0,13,0,0
493730,HardCube,LEVER Software,"LEVER Software, Enjoy Games",43,142,40,83,200096,13783,183463,13198,745,841,211,16,211,16,199
368070,Sniper Ghost Warrior 3,CI Games,CI Games,12,2350,1903,52,197365,13689,179739,13063,14399,3698,1263,226,503,126,2999
207210,Tony Hawks Pro Skater HD,Robomodo,Activision,17,1113,685,62,189173,13402,163602,12463,2483,1535,396,79,109,29,199
505460,Foxhole,Clapfoot,Clapfoot,52,4261,921,81,207544,14037,197862,13706,15144,3792,902,265,278,108,1999
39560,Painkiller: Resurrection,Homegrown Games,THQ Nordic,2,77,156,30,191159,13472,26564,5023,740,1449,133,6,32,6,249
206610,3SwitcheD,Reality Pump,Topware Interactive,3,77,134,35,194634,13594,148707,11883,5462,2277,253,205,267,245,99
385730,WWE 2K16,"Visual Concepts, Yuke's",2K,20,1728,992,63,190414,13446,126612,10965,1738,1284,2236,326,708,552,4999
600420,Mob Rule Classic,System 3,System 3,,89,24,0,184952,13252,16385,3945,725,1420,75,49,7,49,599
596940,Hide and Seek,Llama Software,Llama Software,2,78,164,32,190662,13454,90366,9263,745,841,29,7,6,7,0
248650,Draw a Stickman: EPIC,Hitcents,Hitcents,39,784,244,77,194138,13576,110227,10231,745,841,139,112,66,112,399
265610,Epic Battle Fantasy 4,Matt Roszak,Matt Roszak,95,1902,69,98,195131,13611,108489,10150,2234,1456,889,74,326,95,1199
626680,Kreedz Climbing,ObsessionSoft,ObsessionSoft,39,472,144,76,195131,13611,123633,10835,2979,1682,107,37,26,35,0
11370,Nikopol: Secrets of the Immortals,,Meridian4,13,158,115,61,194883,13602,35253,5786,0,0,146,0,33,0,99
70420,Chantelise - A Tale of Two Sisters,EasyGameStation,Carpe Fulgur LLC,37,421,138,76,189421,13411,87139,9097,0,0,161,0,39,0,999
541370,Clickdraw Clicker,ColloseusX,Phat Phrog Studios,1,94,220,20,193641,13559,177753,12991,1099,1241,223,68,210,136,99
501320,The Shrouded Isle,"Jongwoo Kim, Erica Lahaie, FX Bilodeau, Tanya Short",Kitfox Games,30,348,136,72,202827,13877,55858,7283,2234,1456,144,412,99,693,999
581030,The Last Hope: Trump vs Mafia - North Korea,"Atomic Fabrik, Cristian Manolachi","Atomic Fabrik, Cristian Manolachi",4,76,122,34,182222,13153,162857,12435,5462,2277,220,207,211,257,499
308580,Orborun,Tiny Lab Productions,Digerati Distribution,47,327,78,86,188924,13393,43197,6405,740,1449,78,2370,12,2370,599
624910,3on3 FreeStyle,Joycity,Joycity,9,285,281,50,209033,14088,151686,12001,5213,2225,167,65,35,37,0
239120,FINAL FANTASY III,Square Enix,Square Enix,47,913,215,80,197862,13706,135549,11345,2234,1456,1339,400,337,480,1599
412290,The Dreamlord,mesetts,New Reality Games,2,19,37,25,200841,13809,145976,11773,3227,1750,258,136,266,184,51
437160,The Lion's Song: Episode 1 - Silence,Mi'pu'mi Games GmbH,Mi'pu'mi Games GmbH,86,1262,82,93,175270,12900,75470,8466,1099,1241,57,47,38,59,0
348550,GUILTY GEAR XX ACCENT CORE PLUS R,Arc System Works,Arc System Works,74,594,62,91,188180,13367,85153,8992,5284,2764,378,113,100,109,1499
601340,Project of the Developer,AL-GAME,AL-GAME,,11,13,0,195131,13611,192400,13516,0,0,236,0,225,0,99
604570,Universe in Fire,putilin_industries,putilin_industries,8,77,80,50,196621,13663,189669,13419,1451,2009,232,152,211,271,199
529180,Dark and Light,Snail Games USA,Snail Games USA,11,3964,3289,54,200096,13783,194883,13602,11916,3364,3349,1191,943,438,2999
602890,hack_me 2,EasyWays Team,Indovers Studio,27,370,163,69,200344,13792,159630,12311,993,971,224,52,210,67,399
208750,Apotheon,Alientrap,Alientrap,74,2016,206,91,206054,13987,143742,11683,3227,1750,301,75,126,56,1499
221020,Towns,"Xavi Canal, Ben Palgi",SMP,1,607,1803,25,183215,13189,165092,12520,755,1044,1395,34,195,34,1499
507390,Gone In November,Florastamine,Sometimes You,26,226,104,53,186194,13296,172043,12781,740,1449,207,119,210,119,69
329490,Phantom Breaker: Battle Grounds,MAGES. Inc.,Degica,57,2083,394,84,184456,13234,145479,11753,2241,1791,245,36,118,53,1199
4520,Full Spectrum Warrior,Pandemic Studios,THQ Nordic,18,96,57,62,186690,13314,41956,6312,740,1449,83,8,16,8,999
237570,Penny Arcade's On the Rain-Slick Precipice of Darkness 4,Zeboyd Games,"Penny Arcade, Inc.",47,242,57,82,187683,13349,84408,8953,747,1034,273,4,156,4,499
621150,False Shelter,Amaterasu Software,Amaterasu Software,,8,7,0,181228,13117,174029,12854,0,0,222,0,211,0,99
385890,Golden Rush,Forbes Consult Ltd,ELYLAND  INVESTMENT COMPANY Ltd,6,219,275,44,209530,14104,120653,10704,755,1044,267,79,23,79,0
2640,Call of Duty: United Offensive,Gray Matter Studios,Activision,54,425,81,84,211516,14171,109730,10208,4717,2116,465,69,64,49,1999
25010,Lugaru HD,Wolfire Games,Wolfire Games,41,297,86,84,182966,13180,54617,7202,0,0,98,0,20,0,999
255370,KickBeat Steam Edition,Zen Studios,Zen Studios,22,463,242,74,190662,13454,74477,8410,0,0,174,0,116,0,999
57620,Patrician IV - Steam Special Edition,Gaming Minds Studios,Kalypso Media Digital,12,136,107,60,191904,13498,89373,9212,1099,1241,532,11,103,17,1499
581610,Only One Hope,,,1,42,104,29,174277,12864,156899,12206,725,1420,214,282,210,282,99
240380,Solstice Arena,Zynga,Zynga,,1222,275,0,207296,14029,86394,9058,725,1420,689,1,149,1,0
732730,Red Crucible: Reloaded,"Rocketeer Games Studio, LLC","Rocketeer Games Studio, LLC",10,207,185,52,187683,13349,153424,12070,4965,2171,124,106,23,42,0
791930,BombTag,David Schneider,David Schneider,57,487,87,84,184208,13225,151189,11981,26564,5023,68,61,30,22,0
344910,Sun Blast: Star Fighter,OBLONE Software,EQ Games,20,375,214,61,187435,13340,141011,11571,1738,1284,224,200,190,239,199
422870,Super Duper Flying Genocide 2017,CharlieH,CharlieH,26,904,424,68,186938,13322,172291,12790,1241,1085,197,18,210,31,99
392950,Lost Lands: A Hidden Object Adventure,FIVE-BN GAMES,FIVE-BN GAMES,71,3383,380,89,191159,13472,108737,10161,2979,1682,937,2346,28,3476,0
576470,ANIMALITY,ColloseusX,Phat Phrog Studios,41,368,106,80,178249,13009,164099,12482,745,841,199,333,210,333,199
63940,Men of War: Vietnam,1C Company,"1C Company, 1C-SoftClub",18,370,221,61,181228,13117,108985,10173,1738,1284,464,67,101,115,799
251870,Go! Go! Nippon! ~My First Trip to Japan~,OVERDRIVE,MangaGamer,68,2312,307,90,195876,13637,120157,10682,1738,1284,245,30,158,48,999
376210,The Isle,Afterthought LLC,Afterthought LLC,24,4569,2250,67,179242,13045,174029,12854,32025,5515,3724,679,540,158,1999
340050,Survivalist,Bob the Game Development Bot,Ginormocorp Holdings Ltd,45,1454,370,80,188676,13384,135797,11355,745,841,480,27,116,27,499
503300,Super Star,SakuraGame,SakuraGame,47,2558,607,81,198110,13715,144486,11713,2979,1682,171,50,119,35,199
220660,StarDrive,Zero Sum Games,Iceberg Interactive,5,535,711,42,183711,13207,137535,11428,0,0,1121,0,263,0,2999
451340,Gold Rush: The Game,Code Horizon,Code Horizon,21,2304,1285,62,177008,12964,172539,12799,24081,4782,1365,418,695,201,1999
366250,METAL SLUG,DotEmu,SNK CORPORATION,74,972,97,91,194634,13594,126612,10965,2483,1535,140,38,48,41,799
321800,Icewind Dale: Enhanced Edition,Beamdog,Beamdog,59,520,85,85,184208,13225,128101,11029,3972,1942,1474,239,535,90,1999
325600,Sword Coast Legends,n-Space,Digital Extremes,11,1752,1481,58,182966,13180,154665,12118,2989,2068,1290,233,363,261,1499
228760,TrackMania Canyon,Nadeo,Ubisoft,52,999,215,80,191904,13498,155410,12147,4220,2002,581,107,183,73,1999
546700,The Butterfly Sign,"Quantum Phoenix Studio, Dennis Esie",Quantum Phoenix,22,84,45,66,178994,13036,164347,12492,0,0,249,0,241,0,499
285130,Battleplan: American Civil War,The Mustard Corporation,"KISS ltd, Osprey Publishing",11,116,102,62,180732,13100,111716,10300,0,0,240,0,193,0,999
533150,Super LOH,CharlieH,CharlieH,24,180,87,68,178001,13000,161368,12378,2483,1535,210,220,211,280,99
348620,Voices from the Sea,Zeiva Inc,Zeiva Inc,86,1056,74,93,189421,13411,55113,7234,0,0,61,0,19,0,0
233190,Final Exam,Mighty Rocket Studio,Focus Home Interactive,59,701,117,87,189421,13411,106503,10056,733,1014,197,284,134,284,999
428630,White Mirror,GDNomad,GDNomad,14,161,114,39,184208,13225,171795,12772,0,0,248,0,241,0,199
574620,Word Killer: Zorgilonian Chronicles,Mihan0id,KishMish Games,12,86,70,57,175022,12891,156154,12177,1490,1189,265,188,271,255,199
334030,Epic Arena,Shadow Masters,Shadow Masters,23,194,96,66,190662,13454,84904,8979,0,0,129,0,38,0,0
562430,Alien Hostage,Four Winged Studio,Four Winged Studio,,51,32,0,177505,12982,171050,12744,993,971,228,239,211,244,299
528090,Lost In Woods 2,Crouching Fox,Dagestan Technology,12,66,54,59,177008,12964,148210,11863,0,0,244,0,241,0,399
44200,Galcon Fusion,"Hassey Enterprises, Inc.","Hassey Enterprises, Inc.",39,115,35,79,178001,13000,70754,8197,733,1014,345,16,40,16,999
289760,ROCKETSROCKETSROCKETS,"Radial Games Corp, Loren Bednar, Dr. Kimberly Voll, Lindsay Jorgensen",Radial Games Corp,47,428,107,85,191904,13498,71747,8254,1132,1279,185,8,52,9,699
394690,Tower Unite,PixelTail Games,PixelTail Games,59,3960,657,85,176512,12946,168071,12632,13902,3633,1026,137,446,62,1499
514660,BitMaster,Vladimir Shlapak,Sometimes You,32,117,44,70,190414,13446,176512,12946,755,1044,212,84,210,84,299
234900,Anodyne,"Sean Han Tani, Joni Kittaka",Analgesic Productions,57,810,145,88,200593,13800,102034,9843,745,841,215,141,108,141,999
285050,Showtime!,Myrtilus Entertainment,KISS ltd,15,276,187,63,186442,13305,121647,10748,745,841,376,116,312,116,59
448280,Job Simulator,Owlchemy Labs,Owlchemy Labs,65,910,131,84,187931,13358,173781,12845,12909,3501,434,119,174,66,1999
421670,CUPID - A free to play Visual Novel,Fervent,Afterthought Studios,65,734,104,87,182718,13171,96076,9552,2198,1756,135,119,32,179,0
461880,Hyposphere,Atum Software,Sometimes You,14,86,62,28,187683,13349,168319,12642,740,1449,308,224,302,224,299
311700,BloodRealm: Battlegrounds,Redpoint Labs,"Making Fun, inc.",6,103,123,45,212509,14204,68271,8052,0,0,70,0,11,0,0
329460,JumpJet Rex,TreeFortress Games,TreeFortress Games,78,376,36,96,190911,13463,43942,6460,733,1014,114,155,25,155,499
315330,All Guns On Deck,Decaying Logic,KISS ltd,5,106,147,20,178249,13009,13406,3568,0,0,152,0,12,0,1299
273770,Game Tycoon 1.5,Sunlight Games,Sunlight Games,0,88,531,11,178498,13018,135549,11345,755,1044,210,219,210,219,0
359580,Uncanny Valley,Cowardly Creations,Cowardly Creations,20,258,148,66,189173,13402,58589,7459,740,1449,134,143,96,143,999
352160,Curse of Mermos,TEAM101,TEAM101,13,154,116,57,188180,13367,91607,9327,0,0,38,0,7,0,0
246680,Secrets of Rtikon,Broken Rules,Broken Rules,20,263,149,73,187435,13340,37487,5966,740,1449,59,38,26,38,999
111400,Bunch of Heroes,NGD Studios,NGD Studios,7,175,201,42,177753,12991,117923,10582,0,0,93,0,46,0,499
470270,Tribal Pass,"Tribe Tea, Stas Shostak, Evgeniy Yudin, Alexzander Protasenya, Ruslan Viter",Stas Shostak,43,190,52,78,182718,13171,159878,12321,5213,2225,241,288,241,303,599
65610,ArcaniA: Fall of Setarrif,Spellbound Studios,THQ Nordic,2,97,190,31,170553,12725,42452,6349,1099,1241,141,1,28,1,1499
400740,VERGE:Lost chapter,GDNomad,GDNomad,8,108,117,16,174526,12873,161120,12369,725,1420,250,288,241,288,199
299720,Terrorhedron Tower Defense,Dan Walters,Dan Walters,57,927,166,85,179242,13045,130584,11135,1121,1266,261,5,207,10,199
238750,Might & Magic X - Legacy,Ubisoft,Ubisoft,24,1505,736,66,176263,12937,135052,11324,1490,1189,2487,345,776,476,2499
312750,FINAL FANTASY IV,"Square Enix, DotEmu SAS.",Square Enix,57,773,146,84,194138,13576,112213,10322,1241,1085,1179,305,265,549,1599
404540,Nex Machina,Housemarque,Housemarque,68,937,118,89,192152,13507,75967,8493,3227,1750,144,68,73,59,1999
271920,Worlds Adrift Island Creator,Bossa Studios,Bossa Studios,59,256,43,85,185449,13269,84160,8940,2234,1456,85,22,20,33,0
399660,Battle Battalions,Petroglyph,Petroglyph ,13,181,136,57,195876,13637,99800,9735,1451,2009,184,15,16,30,0
320590,Warside,Kraken Games,Kraken Games,21,232,129,64,191159,13472,72491,8297,0,0,84,0,23,0,0
391560,Chicka Wars | Chicken Meat,BUG-Studio,BUG-Studio,10,38,35,60,187931,13358,180980,13108,740,1449,209,135,210,135,99
4530,Full Spectrum Warrior: Ten Hammers,Pandemic Studios,THQ Nordic,24,68,33,66,182718,13171,22095,4581,725,1420,103,353,25,353,999
58550,A Game of Thrones - Genesis,Cyanide Studios,"Focus Home Interactive, 1C-SoftClub",2,190,400,31,194634,13594,153672,12079,740,1449,359,71,95,71,999
444490,POLYWAR,exagongames,New Reality Games,32,197,73,72,188180,13367,151686,12001,3227,1750,255,104,271,145,49
39520,The Guild Gold Edition,4HEAD Studios,THQ Nordic,30,145,58,71,184456,13234,63554,7769,1832,1603,413,38,23,61,999
494720,Morphblade,Suspicious Developments,Suspicious Developments,82,264,22,98,202579,13868,31777,5493,1868,1635,144,9,21,8,499
409670,Pink Hour,Studio Pixel,AGM PLAYISM,78,780,68,91,179242,13045,90118,9251,755,1044,16,12,9,12,0
574630,Word Killer: Revolution,Mihan0id,KishMish Games,13,98,77,55,178001,13000,158885,12283,740,1449,268,69,271,69,199
454600,Age of Cavemen,Fuero Games,Fuero Games,13,306,239,56,184952,13252,124377,10867,770,1508,706,50,25,50,0
201510,Flatout 3: Chaos & Destruction,Team 6 Studios,Strategy First,0,245,1726,11,201834,13843,102282,9855,0,0,59,0,19,0,999
519190,Next Day: Survival,SOFF Games,Last Level,26,4235,1986,67,181973,13144,173036,12818,6206,2428,854,191,240,31,999
639790,DEEP SPACE WAIFU,Neko Climax Studios,Hammerfist Studios,97,5116,147,97,178249,13009,143742,11683,10675,3184,309,126,101,32,199
384980,Battle for Blood - Epic battles within 30 seconds!,YFC games,YFC games,32,482,182,72,184456,13234,89373,9212,1451,2009,248,7,43,9,0
550470,NosTale,"Entwell Co., Ltd.",Gameforge 4D GmbH,27,499,223,69,184952,13252,137783,11438,8689,2872,1314,1369,19,156,0
635730,Dragonia,"B-lusterLight, SakuraGame",SakuraGame,65,3778,525,88,187931,13358,137287,11417,1738,1284,329,38,113,55,199
375600,Air Brawl,Landfall,Landfall,32,673,257,72,190414,13446,135052,11324,1738,1284,70,21,19,24,0
326740,Black Fire,,,,0,0,0,185449,13269,59334,7506,1451,2009,415,383,74,626,0
200910,Before the Echo,Iridium Studios,,62,1070,171,88,185201,13260,130584,11135,1121,1266,285,42,108,60,499
447270,IKEA VR Experience,IKEA Communications AB,IKEA Communications AB,35,180,63,74,191904,13498,97317,9613,993,971,15,2,3,3,0
507400,Vindictive Drive,Balthasar02,Sometimes You,,27,8,0,192897,13533,178498,13018,993,971,217,162,211,172,299
507380,Black Sand Drift,Echo Hall Studios,Sometimes You,32,127,48,43,180484,13091,167823,12623,740,1449,214,88,210,88,99
206760,Painkiller: Recurring Evil,Med-Art,THQ Nordic,9,90,89,52,182470,13162,29791,5319,1480,2050,130,28,30,38,999
349500,Cubicle Quest,Ian Isaro,GrabTheGames,39,436,136,77,179491,13054,120157,10682,0,0,202,0,184,0,49
